"","Sst","Pvalb","Vip","Lamp5","Sncg","Sst.Chodl","Sst.Chodl.Sncg.4","Sst.Sncg.3","Sst.Pvalb.1","Lamp5.Sncg.2","Vip.Sncg.1"
"EGR3",7.74971083791223,-9.94237451183369,0.67047662389074,1.72844967434224,2.81884778783016,13.6344419468582,13.458509368593,8.83356693391474,-1.16017903206593,2.47342317491789,1.87731476619839
"GLIS1",1.93117867181364,-4.88028368721749,1.36684613387947,1.5622263585614,1.40319113167386,7.05782555165774,6.95594125415722,4.07840416741986,-1.65866166426017,2.11281947846347,1.62253512044062
"GLIS2",2.2910678661814,-5.36637388367749,1.30832115108335,1.99906083741361,3.11507699636329,7.01864706727738,6.97098308663897,4.64502505997069,-1.61996989611083,2.67488494404147,2.42173786959752
"GLIS3",-0.899190676391616,-5.62722966708154,0.0330630211220495,1.8433846436185,1.19177881568042,1.81439597717029,1.67958784434898,-0.616562658252283,-3.76279395717024,1.81700815801067,0.752195046714507
"HIC2",-7.95017870660451,-5.89753340575328,2.75645319842927,1.45177901283407,2.11560536399887,-8.60024894188184,-8.87514322629056,-11.4921360891911,-8.97679985911426,1.54685689705075,2.7709666383949
"Hic1",-14.3245311817956,-7.97612651809167,4.73289725038719,2.66443698060839,4.40075097643839,-11.2462895220723,-11.6728198970828,-15.5074719060271,-13.7192144942654,3.04060461546433,5.05325626364597
"Klf12",1.54397863434201,-9.74578468657883,-0.121515289383223,4.4798070004542,2.64724818527821,6.44939391246079,6.3313871292737,3.58696208930478,-4.75112581115147,4.63878181240568,1.65349493098012
"SP8",1.93887239620625,-11.4316213028328,1.62081218171071,2.74192336916042,3.82276583255638,10.5944425912302,10.3213197914404,3.93648409548247,-5.91469710932239,3.38218303706438,2.90940890983536
"ZBED1",0.848458342996267,-0.274284108231776,-2.57577575297464,-0.924037020025302,-2.91870705866212,1.44470274969462,1.39969256894073,0.267807285141708,0.321248136529116,-1.50527489794417,-3.02144526631686
"ZNF143",-6.55131089505747,-2.95996109303966,-3.74727516492312,-0.815984861485598,-3.58779350755437,-6.84455514583895,-7.18432553528259,-11.1356355966707,-6.53090652847745,-2.06959916961659,-4.15188442813406
"ZNF410",-5.80739550265457,-2.90263706675401,-4.12259864241108,-3.15970057026766,-4.38042809492344,-9.09844008479438,-9.45501026185064,-13.4807750176069,-5.70244007843014,-4.66091402041677,-4.80165643843372
"CUX1",-2.21493593408646,-2.52410678392579,-3.08703350959497,-0.846768150065133,-1.89913024621643,-4.75135217288186,-4.90743924570844,-6.75223197499586,-3.05541793540769,-1.83673794669729,-2.84880246677427
"CUX2",-3.56099911074089,-2.45278555197561,-3.07328293325824,-1.12464540881089,-2.70449937965248,-5.02601961976583,-5.1853591392809,-7.08169338085233,-3.9244914626588,-2.30677915453115,-3.31504661743393
"ONECUT2",-5.16558702538774,-5.37998543062929,-5.88018246487049,-1.23108058448575,-4.31802200567195,-7.30375830897853,-7.62657656019695,-11.938044146755,-6.86756489160939,-3.29179137617634,-5.62846200576701
"ELK3",2.47726453600306,-1.09064346691895,-1.30710106510219,-1.96122149878108,-2.132274609161,3.84253756968951,3.77411973760713,2.170938488852,1.12248852523706,-2.1547981696846,-1.91577830679216
"ERF",0.172418872271896,-0.777801979492432,-2.85128397805236,-1.97605116610206,-3.79548902615719,0.659264174541655,0.530846643794019,-1.43463684342868,-0.425753004641636,-2.98225186126346,-3.68819305302183
"ERG",0.211883664043172,0.62573057322838,-3.84122095414886,-2.25947308041376,-5.04223032015547,-0.228595874178698,-0.3417969407808,-1.97132727792525,0.443710467299406,-3.40271204297489,-4.91729399376347
"ETS1",1.39356909708565,0.744683898785929,-4.15937572359464,-3.77982152975977,-5.90034966134161,2.04561017229865,1.89490656796117,-0.651046765893737,1.26640695909474,-5.04727073305736,-5.52753022497624
"ETV3",1.74484711068031,-1.51830713098737,-1.69876633351495,-0.450579430509128,-1.81388437788867,3.40206540679787,3.33843399657085,1.87602885033579,0.314659182774927,-0.816102292599118,-1.94837553557804
"LEF1",-6.75828617981301,-3.53997759488075,-10.5912696094957,-6.22950807559106,-11.4723509219446,-6.51908794886156,-7.10625268118128,-14.9459063089533,-6.83890563758673,-9.88729930048209,-12.0763395390202
"HSF2",-7.46098658976355,-4.48665346468225,-4.41454858909729,-0.638407739186833,-4.29660816834931,-6.50144419542376,-6.90071851792772,-11.7498038900696,-7.92471848022244,-2.51742029603431,-4.71284001209076
"HSF4",-5.65519431077698,-4.23004629060074,-4.38448491013135,-0.395609739119578,-4.51183330285042,-3.80177948894919,-4.16114815767162,-9.11940463007561,-6.13359229708169,-2.07266168933135,-4.6967590586357
"IRF7",-2.58740427322838,-2.14312493532022,-16.8072880972617,-6.19980913645567,-15.1192872051237,-5.3245594565834,-5.79568152538586,-11.7770585240555,-3.39062823311541,-10.230217363878,-17.5037000801056
"MEF2D",-8.56022064293765,9.41672403675203,-17.9542013400519,-5.2282978341963,-12.9156568943933,-18.6933044844093,-18.7590908843768,-17.4532256277071,-0.276450179691858,-9.87372363972005,-17.1299065706088
"MEIS1",-10.5412944463993,-4.98238913360762,-9.68079514697001,-5.26215997647858,-12.2869362487615,-11.0093614945843,-11.6311341741121,-18.5969520314086,-10.1335610680773,-9.00874974847963,-12.0943378605075
"MEIS2",-12.7797602992553,-6.75824381105712,-7.42340832795418,-5.25306809608512,-9.43532701407796,-11.5394368005758,-12.151687619292,-19.6750010584543,-12.7320868662269,-8.54378460859181,-9.27334178343029
"MEIS3",-6.81865051304726,-3.33099670038992,-2.9403396064044,-1.75423630364331,-4.71499884675494,-5.71721063129422,-6.08943219798357,-11.4242905053803,-6.88143017661923,-3.07542450725388,-4.24495984126947
"MYBL1",-1.00627058440096,-0.326849919369292,-3.53546292204915,-1.50966452740164,-3.14786925131211,-1.90087172667303,-2.01893952392582,-3.48417937813309,-0.963364858072912,-2.60685901121757,-3.7156853005343
"MYBL2",0.688802296511665,-0.811664912085521,-3.72988514377799,-1.10746277048858,-4.48437642848108,-1.05964021705568,-1.13079055082277,-2.08863055788391,-0.216501998228298,-2.16588458329722,-4.56872157292608
"NFKB1",1.08772741837325,-3.39877834828973,-0.654981565927457,1.3227341113667,0.681274899253425,3.35303726092194,3.28357282250545,1.66356819969952,-1.51200314018971,1.23673405744185,0.00342231700082523
"PKNOX2",-10.4145461128556,-3.06592869720746,0.612484850880606,-6.51174040278212,-3.96680984913061,-6.91239652042457,-7.46087557286198,-15.3242187928419,-9.05649096400377,-7.04537794548642,-2.18283305788976
"POU2F1",-2.00477585761739,-14.1537223591623,-9.31996195447882,-5.36594201612002,-6.85240891767915,-6.25976468227222,-7.02414092155212,-17.8346970005872,-10.3965488431282,-7.61269219572224,-9.31216584114661
"POU3F2",-5.15841665627919,-18.141258441294,-5.17454997224967,-3.75324155323459,-2.70128733080135,-8.10513345358349,-8.84225172114411,-18.805048090439,-15.0708047684374,-5.63902829700486,-4.89926615890055
"POU3F3",-5.00714703653523,-12.94732770177,-7.81991330544192,-5.81142024755124,-6.21926563223683,-8.37610894003156,-9.14294900734941,-18.8165346498391,-11.2113096534308,-8.09916490970428,-8.66845743830271
"POU3F4",-1.25654687505273,-17.4277874709412,-4.97620014534204,-4.43852380093609,-2.30426709377964,-4.95094876507233,-5.63132531298413,-15.1355981033787,-10.6868755704972,-5.96094775389934,-4.60726731279395
"POU6F2",-10.8828135560835,-6.96809204564443,0.376489964691493,-3.11648389654093,0.325610306900638,-10.6165256312011,-11.1513101198466,-17.303224646028,-11.7693627670148,-3.74981093500954,-0.0138420450279866
"PROX1",2.82826348812553,0.293601963526983,-7.81808768327495,-2.07709748610855,-7.10281193646148,2.55227254837691,2.46442119096471,0.414865813665377,1.84862973063792,-4.0266473849516,-7.98473659469916
"RFX2",-1.01950716230141,-17.8435344492498,3.01335269830421,-0.441665478095765,5.47923927535257,5.65474064000773,5.18317033744372,-3.47428195592295,-11.3332859916393,0.524954441295163,4.33771160616553
"SMAD3",-2.33947258920631,-2.81866122130933,-1.05949808042314,-1.73940603771494,-1.87328095758045,-2.61213064947151,-2.82997790918799,-5.62575093502917,-3.16376897468077,-2.19703295342134,-1.62125206396134
"TGIF1",-9.15499809306921,-2.7748172136646,1.12865756790324,-5.35870428307742,-3.73993255455102,-5.93803218222904,-6.49961654142528,-14.9840390188751,-7.50908961042586,-5.69473636308159,-1.76164058188152
"RFX4",-0.993015950595001,-14.8634422815324,2.06690020145118,-0.528417816529011,4.61384961252175,4.42760702619967,3.95122613530144,-3.68294487755009,-8.79962312660046,0.273006398682419,3.1821555640536
"RFX5",-0.650222737738578,-16.4432241269378,2.50981206855069,-2.03478086192727,4.43249629468213,6.65771000412701,6.02641018349432,-4.85836067745488,-10.428972371076,-1.01635160344644,3.23901211537885
"RUNX2",-5.57062766883831,-3.77045228473888,-1.83278356585531,-0.447849749356433,-1.8970900112189,-5.40775558270428,-5.73133448735573,-9.83021791295457,-5.64576982468732,-1.31751810791615,-2.00112961335041
"MGA",-3.43136791491935,-2.19406874257934,-3.18624481973394,-3.82254098054115,-3.66436096319026,-2.02155858754633,-2.32056542557317,-6.41392715984134,-3.69836090504103,-4.7775059556133,-4.12961665884393
"TBX1",-2.55307381420836,-0.848959805046737,-5.86202303960549,-6.52449164057159,-8.95802628901458,-1.28407547244019,-1.72947976446014,-8.2224169943847,-2.30891455419514,-8.33719507635404,-8.32217284497058
"BHLHE40",-0.517312197127392,-3.11583748939772,1.78165121941077,0.720601210736464,1.41642877432652,0.121875984148021,0.0655068442304745,-0.738424282474876,-2.07762529517839,1.09182471548344,1.85113424091805
"CLOCK",-3.58309955571365,-3.10835221697754,2.22803970330888,-3.51180730147545,-1.34185929609437,-3.64083515051772,-3.9214115688645,-7.65146043596909,-4.35559351932227,-3.25110315715359,0.358823107249704
"HEY1",-0.948643032879055,-3.67176688678254,3.5235443644132,0.118031489825639,1.61142102587146,0.337286934759237,0.234456092003526,-1.4086648882654,-2.99531835988103,0.895762369600995,2.93919925808897
"MAX",-2.19467459619588,-2.3992189168421,2.8380016858499,-0.335022615027676,1.31455947008607,-1.55478105386349,-1.68140358025003,-3.63224527206812,-3.13726494075893,0.155380628343124,2.24186381963227
"MNT",-2.4485126552529,-2.78766580728421,2.75670094817969,-0.600855005440185,1.22216321605828,-1.75077286762805,-1.868423618544,-3.25811138202321,-3.19641560036013,-0.0441932869919314,2.18964183010001
"ATF7",2.22753514905975,-0.405447463036435,-3.12806695511417,-4.47517307212158,-4.7577933451699,0.247345434381988,0.0941667675278825,-2.4612776808931,0.927312313332664,-5.07990941580007,-4.57869348784814
"CEBPB",-2.3901195123429,-1.40440153657663,-4.54782963082446,-1.30560486171549,-3.97197838229288,-3.56431270418293,-3.73147890184101,-5.65173101245071,-2.3940972395732,-2.79637494763129,-4.75457768193607
"CEBPG",-3.90475380815229,-4.16787861750501,-11.3452827612916,-5.77510989552776,-10.7923565567668,-6.9196172910257,-7.41005189163852,-13.4093060660867,-5.49430135279202,-9.43534471210122,-12.7076360931407
"CREB3L1",-1.71959550772994,-2.27304689430504,0.292941117150841,-2.15762775648335,-1.172214892613,-1.31536594596156,-1.48806687843447,-3.8684281613988,-2.59235515418208,-2.24076003212852,-0.510718131630388
"Creb5",2.09351906939854,-0.325870325782611,-4.51769987376298,-5.34108555538001,-7.55746649601384,0.0189421640606367,-0.177584389334425,-3.060944812105,0.880607358840811,-6.71766799877065,-6.43129394293992
"Mafb",-3.19246517638498,2.64044213184035,-12.0207325646001,-4.76368283248307,-14.1745411563139,-7.26731181810516,-7.49979097208181,-9.27690366825799,-0.75557793596819,-8.45247074287196,-14.22043392702
"TEF",-2.15061010730637,-2.25435731624231,-8.46453145038506,1.23611798777534,-7.08652242133881,-6.52460291613575,-6.6679271806358,-7.63260822459411,-2.98854459177653,-1.32413108734888,-8.35900292561622
"XBP1",-2.29437066207037,-1.40133668350623,-0.814997893906538,0.296546962145688,-1.18947335964729,-0.899256367745257,-1.00948056213009,-2.44315449887101,-2.41524566012675,-0.115040404962713,-1.05199110124725
"FOXB1",-4.67560374701898,-2.23307584358028,-15.7612403207478,-5.17098820558013,-12.1014308916825,-9.64413001595758,-10.2349267233088,-16.7395488138008,-4.85091304403752,-8.67244494226426,-15.5256283579922
"FOXO4",-1.97119785568864,-4.95084417043044,-8.37913596668202,-4.16421681073605,-7.88673966263187,-3.85555285356298,-4.26163329913069,-9.64665843601836,-4.54496187860611,-6.43654478341836,-9.14747697070883
"FOXO6",-1.9159703664747,-5.01838994431072,-7.79375123496685,-4.68270527456644,-8.37228575251359,-4.15594067207946,-4.6235816736526,-10.4438693337031,-4.35814036483387,-7.0173902075531,-8.9220170750416
"Foxj3",-9.64730195396152,-8.32636460922866,-10.7116001336944,-4.25914198856119,-8.93231251775448,-9.19436165124496,-9.82981394494471,-18.6402988370036,-11.9144640218852,-7.58961376382595,-11.2359751662598
"Alx4",-10.6164671279537,-4.23026550045375,-0.539579954042358,-1.33584519856709,0.615075841863036,-8.82686082555306,-9.19690139506228,-13.9763577386177,-9.25697593564718,-1.97793530364948,-0.259931837702094
"RXRB",-3.12562742100966,0.642003041814558,-3.45400671249295,-5.44669423134081,-6.45268963970635,-3.78850029564323,-4.08848400384725,-8.077698115165,-1.76740323043917,-6.56508255022688,-5.70022778196213
"RXRG",-4.57825069429572,1.4377781186533,-3.13619180244335,-5.85127815113903,-7.48980916817083,-4.94637909693804,-5.28810422908513,-9.6046402127444,-2.34720834374871,-7.00864872055479,-5.93436803766558
"Rarb",-7.84530452356612,2.38442537496282,-4.47070355881427,-8.67186935620594,-7.53062379556443,-8.76992702875935,-9.22328589887234,-14.6270847187557,-3.90256615262913,-10.3916573317113,-6.95364519734428
"Rarg",-7.43971215765077,3.59135699776001,-5.35367357007452,-9.33362072815155,-8.68317914069017,-8.39370143869997,-8.89133773851948,-14.2108104698306,-2.92190716924549,-11.2705734652741,-8.40353327794298
"TP63",-3.49599449075762,-4.16520520073747,-2.07607508815181,-1.44833381498071,-2.15428094877032,-3.5136631183208,-3.80693519800859,-8.14822013895685,-4.99016359197333,-2.25165866746782,-2.43619721562588
"TP53",-6.97703439153457,-4.60849910849579,0.32575450824595,-1.09650884131551,-0.85149788182129,-5.90404281679377,-6.22643238822507,-10.297176186353,-6.97895215471032,-1.50529094955921,-0.320088039701813
"GMEB2",0.207977353448186,-0.794699072451335,-3.12462116786867,0.422929622345914,-2.00037267691193,-0.910490505682053,-0.932589953421556,-1.13731603106568,-0.366999207930689,-0.351988384371536,-2.76502424262041
"MTF1",-1.9450783103944,-1.83936644775496,-0.637761642869326,-1.01693192688374,-1.53901203961772,-1.51855155635925,-1.67462916440131,-3.54384080347423,-2.33193250844184,-1.41322302457146,-1.19448593403026
"Sox11",-9.93760889777026,-7.08467643531101,-8.43200799865491,-1.62295163430711,-6.63099639509855,-13.0699875223639,-13.5941797562633,-18.4006683046617,-10.9029933148088,-4.75276727001518,-8.62628761548587
"Sox1",-10.7847467578598,-7.24215381367454,-1.2421525404981,-0.877152884405818,-1.61022485960815,-11.5122207121201,-11.9833074547125,-16.4215677319836,-11.3666137561861,-2.12045611555341,-1.64348762037511
"ELK1",3.59899339193665,-1.44984434801504,-0.00707856076773666,-2.14919529389989,-1.1334359764095,5.37006801550247,5.33122158622256,3.94872275970427,1.5465786879694,-1.9103011197616,-0.686063888062293
"Arx",-14.2970592050611,-6.46350443701983,0.291305971108135,-0.242874592436447,2.36636557331355,-11.523011397154,-12.0566404518148,-18.0599625633928,-12.9208045037335,-0.79115276179629,1.13200417933854
"Dlx1",-10.1024885169023,-4.42973097913408,-2.75157496110028,1.82258265263631,1.4453461051483,-11.205972574619,-11.4339957372315,-12.7727079840849,-9.52816445712673,0.466953475658488,-1.05094625031105
"DLX6",-6.65742527809715,1.00641939429817,-0.621504424758621,-2.43385801900583,-1.69660000525654,-8.02307843186281,-8.20970528948493,-9.7122134312345,-3.81219093947029,-3.05114091414548,-1.39081799427488
"Dlx2",-9.94071924988605,-5.32486203427499,0.190089505419702,0.296281245986875,1.08943281065393,-10.681824851775,-11.0592935655694,-15.1178402347566,-9.59135080247812,-0.314528483631863,0.532903067491836
"HESX1",-11.4477432817001,-6.15607319500886,2.00150595693605,1.89017981420583,2.74936359326474,-10.1016933920276,-10.4699175220345,-14.6739045344098,-11.2661559981337,1.60179448095083,2.55317276494834
"HMBOX1",-2.43973695711246,-0.375385603837038,-7.00810409917212,-4.19394862088478,-9.43171928353332,-4.66645028851478,-4.94900960989741,-9.37601545822756,-2.25980892509567,-6.26593097789387,-9.17689605662881
"FOXK1",-3.03104230240113,-4.58256679863602,-8.21712735752575,-4.09998206860605,-7.47817417308043,-5.08234587697592,-5.434644544774,-10.3796341238578,-5.18962497694863,-6.38975730034386,-8.86168095022471
"HIF1A",1.9656518854191,-3.21861555745446,0.784067582726567,0.249175541101911,0.707028869127541,3.98311202980701,3.92539513887228,2.50006979621897,-0.598969436005305,0.585448735057658,0.832782740771901
"MYC",-2.79566512891566,-3.89709542298148,3.71531196530694,1.59945992391934,3.59188528853556,-0.74697536342696,-0.852717951705038,-2.28130702579131,-4.52341096121425,2.39004118935232,4.15471534043667
"MYB",-5.2815775087495,-1.69051355468092,-5.30386984145535,-3.5166695253324,-6.51050691684214,-6.27553171417435,-6.58271431956327,-10.2051668924707,-4.68025979571398,-5.37509971017862,-6.61335602434451
"MYCN",-3.43658515300454,-4.21483384827385,4.38191093417613,1.69948460202949,4.04725128747456,-0.861254900642439,-0.965344185760153,-2.42921117360097,-5.01307341564258,2.77398979249253,4.73457624030099
"NFIC",-30.9646752567415,-16.0354075706992,7.35810013913263,12.5323012067848,13.6583675598334,-29.9012959181726,-30.1890817509918,-29.9293809207736,-29.557826513918,12.7880569190644,11.9648294297575
"NFYA",0.913436927001261,-3.01820089057182,-4.1816839281936,-2.22769083074866,-5.13036703042966,-0.465279407776843,-0.662315974680831,-3.34418789593805,-1.46150918423456,-3.46254124266375,-5.07399062315413
"NR1H4",-11.2308959724533,0.703948366572378,0.909643297495831,-6.26681503661097,-3.07797048176249,-11.2634379333384,-11.8572686645967,-18.3434009066678,-6.49013015224287,-6.86462797891956,-1.51657387613675
"NR2F2",-6.60518980195218,7.78709565713905,-4.48023259867406,-8.75058064393334,-7.66334069917233,-9.75823131466495,-10.0006555755003,-12.175322377248,0.0212029820768683,-10.0902025025499,-6.9320320641955
"PAX5",0.814766549433133,-3.24873277402543,3.14842923030893,-1.46897296615471,1.47776854270268,2.97570561991143,2.82866883571944,0.0555148732248453,-1.68139364508146,-0.700187012817399,2.39811713109433
"PBX3",-10.3609510406769,-4.48505739208633,-2.69012115833878,1.54847718794922,-2.85102446158731,-7.67531789006843,-7.9973557671992,-11.3247448914614,-9.11490156986821,0.165107795471462,-2.84144591303597
"POU5F1",-4.50857261455304,-14.9476667176256,-6.71324704440586,-4.41174083932101,-5.34895850276182,-7.5964111270309,-8.33907479982232,-17.3844662941345,-12.2593845426247,-6.62848883115565,-7.3343939765774
"RBPJ",-8.24865445285111,-5.16070453407237,-3.70469742815435,0.434239579365999,-4.67019565263437,-6.23614269630449,-6.60797247943596,-10.8369534767232,-9.66359510293227,-1.26300715549137,-4.58208494224525
"RELB",-2.02200175192032,-4.40038180059264,-1.83428825165977,-1.92804120304537,-1.9311583710224,-1.95390407429406,-2.23405992596395,-6.09860955588207,-4.23059280241892,-2.54223820256122,-2.24653530426769
"SOX10",-18.1769768501451,-16.057050119685,-0.414966153238397,5.85430534593926,1.68132513712979,-17.5649651544374,-18.2189845552854,-23.6064266986276,-21.1354264697703,4.38210068211954,1.02703623756848
"SOX13",-14.4529350202462,-16.2841712924494,7.32002464169072,4.29176796829392,7.52526039122385,-13.3155802777002,-13.9640972863044,-21.9600941624687,-20.4686105119964,5.05248991303071,8.34022684555465
"TFDP1",7.22219158008859,-6.49940347948268,0.73822695082239,1.25730486361782,1.13789678583097,13.4768879403946,13.4115583533278,10.6859196987648,1.39582000508918,1.88103114268399,1.14086582530403
"ZBTB7A",3.12249828667389,-3.56821790963661,-0.873612872152554,0.15741602259583,-0.916111241767267,6.33354838215008,6.29508196755864,4.42811493106869,-0.284590655561966,0.0971501952830513,-0.907420349677811
"ZEB1",1.0981015706667,-3.22886771410571,6.3170827931308,-9.85951714291365,-3.45818547019658,7.01713072663387,6.56997967213236,-1.6199475699123,-1.30803118136859,-8.3956831456234,1.10065002631478
"ZNF24",-10.859042598104,-8.88613143699138,-4.81790030617618,-0.979313378226318,-8.8295972985766,-8.93675133702093,-9.55148491786683,-15.1739250693523,-12.4125905350014,-3.714001449157,-7.15736736008036
"ZNF384",-6.93662370109403,-7.92307615494615,-19.3384154438097,-8.98045427931673,-16.2274916604673,-11.9881189735156,-13.1194526530425,-22.9519938589252,-9.43913373054414,-13.6301685863352,-20.3163254904137
"ZNF282",-2.54937387323815,-2.39802145199478,-6.46009188068012,-1.99284329282794,-6.56384759690278,-3.92507238585718,-4.16787563204788,-7.37495370599997,-3.23289421116948,-3.78144122496362,-7.09289647584123
"RORB",-14.3453566448315,6.17589320455622,-5.16371784361759,-4.86668693785414,-10.016040005498,-17.3086437032386,-17.7333489465057,-20.5861296219581,-5.17038012380113,-7.22408441394422,-8.51878076001805
"SOX15",-20.6756739772786,-17.4674036725405,0.49430062826105,6.83333687002396,3.51964101730059,-18.0445327430455,-18.7474959070501,-24.7689001073928,-24.8839967075786,5.65143089660831,2.32284583155695
"TFE3",-3.43179300637866,-0.52798649103556,-1.29170326730814,-1.54413677294436,-1.75337125141103,-4.15814379664156,-4.31069276522163,-5.75885755355774,-2.79409175242747,-2.1120910016965,-1.77456297849718
"VDR",-2.76107185315389,0.592654313021869,-6.51222799630572,-6.3384959069091,-8.0865488423106,-5.6399446807421,-6.02397261026496,-10.6412742198531,-1.80723746014757,-8.22244073532714,-8.34219684184776
"Smad4",-4.48766009541617,-3.2600308199069,-2.57688386421207,-4.164556610591,-3.25769161359075,-6.16298691300575,-6.56434383037057,-11.5486228904842,-5.12710986379322,-5.18303741016874,-3.33415197013912
"IRF3",-5.19722914092083,-5.00776734798191,-13.9604816489838,-2.03961325313165,-12.0042161722137,-6.61744087184678,-7.08723888901193,-12.3960212005465,-7.25409192034695,-5.92631269206834,-14.8347554544658
"TCF7L1",-4.04465152136814,-2.4048639268963,-8.60702358054992,-6.90818385132648,-10.6952398862759,-5.19412277065635,-5.63536521287562,-11.652119298198,-4.38123943218561,-9.7592836659,-10.6029542789476
"ARGFX",-9.63465698122572,-5.79791365068766,-1.6604148069008,-1.75424595531414,0.396620043178246,-10.9154831563096,-11.4031040916792,-16.0007313948489,-9.89500839088734,-2.61533616104068,-1.25485145969347
"ARNT2",0.982047830984171,-2.30306081001513,0.525718639360673,0.973182207255554,-0.24785749130059,2.15518312057094,2.13668357930611,1.40302637117658,-0.750811907571885,1.0326456855599,0.343957896936053
"ATF6",-1.97077687070834,-2.86607045444454,-0.647262942546026,0.223199713574422,-0.619518250535387,-1.05035446826936,-1.19313239001446,-3.02679222387032,-3.19545757125881,-0.13204205781766,-0.687790534467262
"BACH2",-0.745686552635903,2.22042554724518,-2.94435452319923,-17.2987793990543,-16.3464261205109,-0.387926253067791,-1.02904793442329,-10.3809141322474,0.399974417808612,-18.8124046809642,-10.6720842682452
"DLX5",-7.55375466556694,-3.32147987926049,-0.254669493380752,-2.57557854781697,-0.745754396864125,-9.08740222964248,-9.48056410865674,-13.6602161437518,-7.33418242453809,-3.21658106972106,-0.797471899830023
"ELF2",1.29556525575355,-2.98404087878996,-1.16594663940728,-0.603763503086333,-1.99852896297825,5.01179716803682,4.85441303831517,1.30659925951423,-1.17673729515827,-0.912572761078893,-1.65766422226497
"ETS2",2.3486559651107,-1.68777669115366,-1.6426775174491,-1.81240681668493,-1.70110502569831,2.39108818345092,2.32548840637779,0.828507552339909,0.446732249043529,-2.06588974448721,-1.91281140356408
"FOXN3",-6.09512735978151,-4.22779640367184,-8.87554830212222,-4.20332396179594,-8.71556311062721,-8.5047646652484,-9.04543599323129,-15.6124415894411,-6.70467386510112,-6.59588972078591,-9.84862932540771
"GLI3",-0.285980045087922,-5.43682438338197,0.306411088555125,0.155758874191951,0.471418268236972,2.19473907645022,2.0212197053338,-1.36168013174232,-4.11324367725165,0.184052823704242,0.41144788400751
"HES6",-0.518174321630248,-4.46725846020731,1.00351523271768,-1.14126819466082,-1.91207941514726,0.768069542029984,0.568042200871163,-2.60363036622683,-3.0839972713969,-1.24365530662958,-0.280200898466826
"HNF4A",-7.85719106578616,0.121971463878403,-6.32512841039843,-7.65335295469582,-9.12716348259953,-10.5765980977128,-11.0175797011395,-15.6005127385962,-5.63951991555187,-10.3950577358929,-8.78678407725233
"KLF11",2.7993883067992,-11.9103492853373,1.72536761460041,3.4484340198004,4.02318053356832,9.70894776223315,9.54820711226241,5.40036570270015,-4.78763720642978,4.07802857840857,3.13218671430072
"KLF15",11.1164754261072,-9.55863008201755,2.32262379011215,2.65867060296548,4.63339111992998,17.142071061747,17.1358688919886,13.6387054768811,0.773033799977554,4.07246805455554,3.91823419891264
"KLF3",4.86304841319298,-9.28410407244735,1.92011284088187,2.70986271565494,3.35951643689041,10.386533237942,10.3331536235848,7.69820518291994,-2.10539134986276,3.45577352491964,2.96661696030666
"KLF6",4.13452780571879,-10.5470953558311,1.1525190504761,4.19507015065446,3.98328542598824,10.7713921872232,10.6878518730152,7.11107397163764,-4.0548850982829,4.8516608699088,3.08411141823281
"MAF",0.177838432969074,5.59888703646743,-11.2971148990157,-5.53911381235199,-12.7555450991085,-4.47886322091625,-4.61628874400918,-6.18074757793866,3.10384170139948,-8.11836449940505,-12.9885905443926
"MAZ",0.347838692859643,-9.2810636016604,1.75664687854509,2.5051883638042,4.1334776572131,5.34844965599467,5.11659968799466,0.98608237288037,-5.77104284605227,3.07166543081393,3.16863977508743
"MSANTD3",-3.42052010092709,-1.54839245023427,-3.81342392727363,-0.920046025574959,-4.46555008817788,-2.90826069029664,-3.14620962487803,-5.78400132814939,-3.04464206186094,-2.17291700373404,-4.39392991625012
