"","Sst","Pvalb","Vip","Lamp5","Sncg","Sst.Chodl","Sst.Chodl.Sncg.4","Sst.Sncg.3","Sst.Pvalb.1","Lamp5.Sncg.2","Vip.Sncg.1"
"NKX6-3",-13.3522614850146,-7.45113878239769,-1.85753673065994,-0.99908982269731,-1.33221038584887,-11.4841224578934,-12.0039802162179,-18.0894709990571,-13.776931217616,-2.37073305596441,-1.98990639784887
"NR1D1",-5.19992825519474,-2.4954606570988,0.961189392727899,-2.10836912599529,-1.23284041916204,-5.42526631595822,-5.64445115116541,-7.76855654516278,-5.01379899556007,-2.34548350204207,-0.142693810842196
"NR1D2",-5.48634247035614,-1.36371192243745,-0.898218978914745,-3.77135819054735,-4.06918016006251,-5.67227696597782,-5.95887710420628,-9.37853222818808,-4.34282285490282,-4.43749552919789,-2.87614387402679
"NR1I2",-3.01804510856159,0.34110281604881,-0.268135004673156,-4.58337338131899,-2.58823652343129,-3.00808030681482,-3.21090278663585,-6.15143894462957,-2.21498367642589,-5.01157000979276,-1.90421791481007
"NR1I3",-4.53820620016884,-0.0289629232466481,-5.26590713203235,-6.68699504563461,-6.60498588791329,-4.86511874113034,-5.308391872744,-11.1268994756134,-3.14043368485125,-8.25500296345633,-6.9432127356923
"NR2C1",-5.29435272266661,4.29497983707084,-0.780445566813756,-9.17262182444338,-5.9673101438758,-9.70500015667386,-10.113368626906,-13.4126695842328,-0.790705591655318,-9.66231942314687,-3.89521852296491
"NR2F6",-3.47669365059938,0.0645900699474166,0.631705894015911,-4.94619359864921,-1.48382807469665,-2.86021415759298,-3.11339049733919,-6.6001019311678,-2.26208019262395,-4.72161902583953,-0.73558133901488
"NR6A1",-4.40897740052201,2.85713704540349,-6.79531673360596,-6.86115385472163,-9.30477808385637,-5.22867491310982,-5.56628255796534,-9.52806957531931,-1.2730656207533,-8.81663933948202,-9.16620750991138
"OVOL2",-1.28588836035565,-2.19424273144382,-0.562981779390987,0.309110293447157,-1.21908952851812,-0.261121363248496,-0.360271353812106,-1.80414319619024,-2.21105942311721,-0.113475926791683,-0.878658132781846
"PLAGL2",-0.664881958909165,-6.98067386814675,4.3401535825562,2.89407284039667,4.90578410361161,3.27455243501715,3.21026585785876,1.67044585334847,-4.64880305397272,3.97142114754063,5.39873850126696
"PPARD",-2.68365217184415,1.1336736403424,-4.87629812929294,-4.93113974211006,-6.53528080231442,-4.21758018991678,-4.4647512470584,-7.27336803659825,-1.01495630986015,-6.54905175227246,-6.48328438718778
"RARB",-4.13371032396592,0.461099762399062,0.353539453806017,-4.44669870037187,-2.04977263278945,-3.66567770754269,-3.87957493690101,-6.31317974630478,-2.32901084671326,-4.86388760162092,-1.02814049057393
"RARG",-3.68672824749373,0.878554910744711,-0.634423196963124,-4.46139672628238,-2.63506183519848,-3.93826644570084,-4.13795034497018,-6.60247511219147,-2.03734069722164,-4.8641377634441,-2.03744312435108
"RFX7",-2.22472791868546,-4.5480591343646,-0.392807411007272,-2.14468556412425,-2.19141981260688,-0.982522931135647,-1.26200368016351,-5.2084507067806,-4.22629690866424,-2.60687768141659,-1.40990586382928
"SMAD5",-2.35178525036852,-3.43417568372207,0.30731679625212,-1.28876632605855,-0.667661465537915,-1.69438381036971,-1.87029398254445,-4.17999123734038,-3.7680099384657,-1.49290367903723,-0.214492182590382
"SNAI3",0.347855423233748,-3.83639098208035,4.30557587642587,-11.8997515261041,-6.30232984047434,6.56260786491402,6.04048255640562,-3.55749851095209,-2.35119025653707,-11.238924686152,-1.35243684418127
"SOX12",-8.27842956132599,-6.78923572868542,2.12687488064715,2.54634941645851,2.19364475361271,-6.55954619072862,-6.88526207430829,-10.332132643612,-9.51801390311765,2.5035717416609,2.45849561925155
"SP9",5.95133467894423,-10.9807550980922,1.65147035730903,2.41347010185508,4.15848709283814,13.9788049011108,13.830374383971,9.26375440810701,-2.6357608181987,3.34554339500561,3.14922759981015
"TFAP2E",2.01556157119012,-4.86068756747211,2.85410970336018,0.0561508621120514,2.86986932679762,4.91121321689674,4.82797550354648,2.65069369954095,-1.67392923080952,0.939653732211245,3.09639583910926
"THAP11",-3.34027314813434,-3.36460264723084,-4.47606322045627,-1.45416360849205,-5.17084116739437,-3.25018452368409,-3.50764692209604,-7.02270332695896,-4.46137958113885,-2.89134884046693,-5.41625104254551
"THRB",-5.88765711310899,0.575730556146789,-2.96770447407021,-6.82930245561718,-6.93709628164185,-8.02896849704492,-8.42784466309783,-12.6618386701565,-3.64536386046757,-7.9531321680491,-5.64122375806669
"VEZF1",1.22877436224797,-7.64567952565213,2.45340039039234,2.15770094268897,4.40770991202513,4.69665608949154,4.60586279482264,2.37699848049947,-3.91737230851899,2.9095833316165,3.69553592263395
"ZBTB26",-6.76657943052756,-1.93300541702004,-9.74048679434581,-1.99828439021085,-8.75279920986139,-8.37484658712287,-8.73429839075689,-12.7558510614801,-5.96234672090922,-5.05217533266339,-10.2350227054944
"ZBTB32",1.52167204337795,3.44813370908866,-12.1834665269032,-9.58824525597989,-13.8338558580201,-3.32569766923911,-3.6274734998225,-7.61483796764048,2.68672516379014,-12.9090245661167,-14.3257395512855
"ZBTB6",-5.09414372606315,-3.21191750219394,0.182261513382754,-1.42805241361611,-0.222986122439403,-4.33620078952634,-4.58788886556994,-7.47376058495682,-5.24735462561894,-1.7079264948728,-0.174407658364826
"ZKSCAN1",-3.8805370189387,-2.72351117130937,-5.73159511176824,-1.13632549747142,-5.48772234958653,-4.62897177796862,-4.91369397609883,-8.28657588055928,-4.25625790803139,-3.09468785934547,-6.33018966396936
"ZNF135",-0.394146686868374,-0.722715865889293,-5.69391959979123,-0.577809968156825,-5.06641004699318,0.633436764352225,0.52264256680877,-1.17247032499119,-0.728011074184036,-2.18983685321505,-5.77764965738923
"ZNF136",-5.47981989211003,-0.644282833296249,-8.97773375927077,-2.97024270750579,-8.02659476096829,-7.97491112365456,-8.30099422445423,-11.8624896673006,-4.25104598904692,-5.42349845678263,-9.34467326445211
"ZNF140",-6.14560091649769,-4.51965657817803,-5.52950826982308,-0.946122315557895,-5.59097531450833,-6.32663901570515,-6.72786803292661,-11.3754823887272,-6.72441092205171,-2.93728899373878,-6.01908415576106
"ZNF274",-4.41170571803676,-1.3878315301001,-5.25489001314115,-3.41792013329926,-5.41137428874387,-5.57797601991297,-5.90354764502078,-9.54305117825675,-3.93483375181444,-5.27798638671017,-5.98193743198273
"ZNF317",-9.83033430376547,-1.51034946613609,-5.84982378309848,-6.83708151283176,-10.5823128798977,-11.6184681012165,-12.1622083738538,-18.0662294067144,-7.78525134267053,-9.28301240925355,-9.2278828072065
"ZNF382",-4.55825058231836,-2.99830529995076,-4.03987372636351,-4.83928606347428,-5.79038567237089,-5.18443279492214,-5.61883930908728,-11.4208353382983,-4.92536411989306,-6.28634551708377,-5.49270208839719
"ZNF460",0.347339446029753,-6.85288831473478,-2.94778889308,2.93569427545968,-0.566873370001264,3.7820546792044,3.6165169719264,0.773328554152337,-3.58131933401904,2.06336572783301,-1.75966147453689
"ZNF528",-5.5132410836789,-2.44951802081425,-4.55841452249923,-3.72439307909291,-6.23468681302125,-5.82981795871333,-6.27884512987058,-12.4311144901158,-5.25592694409037,-5.33430460203718,-5.96768057092898
"ZNF682",-4.29255776822254,-10.3768587528356,4.74689319812559,4.0304994543623,6.02671221640666,-0.819949488700015,-1.01355217600433,-3.8297135903822,-8.47697085541567,4.92965926533498,6.07109057800123
"ZNF684",-7.55828372569145,-3.46550853234421,-2.75011841104361,-0.168554984271602,-3.32622737508615,-6.02309872463987,-6.32464555950548,-9.92151695474681,-7.11342529224691,-1.61587437986358,-3.38404254511331
"ZNF75D",-4.75977815901561,-4.096812684654,-7.50130405761354,-2.7413871664441,-7.23653864629679,-3.60655650379762,-4.03879045708618,-9.62981711286175,-5.79164578641047,-4.90294076621723,-7.97724253918827
"ZSCAN29",0.479152926547317,-1.50570113477619,-2.17023472710159,-3.01849721016958,-3.14191633301464,-1.67397800833166,-1.82739319463321,-4.00562719475296,-0.728704256865205,-3.57334944095784,-3.15658205358842
"Dmrt1",-4.76515013698528,-2.66608728835878,-9.60368595838635,-3.81364236183527,-8.6004830423786,-6.34948627711137,-6.75917704614781,-11.2716684332825,-5.09881396888431,-6.79697169384822,-10.3445947885176
"Ebf2",-3.66172509320207,-4.09314637357922,-0.539103499102848,-0.691896848672294,-0.397850872053085,-3.79189843360548,-3.99062919661313,-6.0519879805704,-4.67814716908399,-1.14637563359193,-0.602716619287532
"Plagl1",-8.5066523905905,-8.18412255412136,9.19474219250859,1.73438946992461,6.85278307324342,-4.44021207248566,-4.71527452882721,-8.03235503680422,-10.5465347633247,3.36586940050782,8.78815777922247
"Prdm15",-4.26697294887917,-4.89138164538277,-6.27813670454205,-3.47153762497439,-7.86215404581701,-4.72224275392016,-5.19951809690027,-11.6219443047057,-6.15599574825374,-5.54108266272167,-7.94907891942542
"Stat2",-11.4386899054702,-6.68693868029101,-21.5571225404231,-6.27344358022542,-18.0019134128216,-13.7808413821545,-14.7045887084961,-26.3496097503862,-11.6290646389023,-11.9692762456943,-21.7283483150032
"Stat5a",-8.29302439424581,-0.79209598898766,-12.0623601180139,1.03410475747168,-9.12574809461801,-9.51718908264155,-9.77651241587112,-11.9060406799439,-5.74875948060933,-2.9165701069505,-11.4423194821118
"Stat5b",-6.38224131813609,-2.7860352494096,-11.3341274552753,-3.36671725529177,-10.5150941711339,-7.72952964263603,-8.23529531532983,-13.613500148256,-6.06306366809818,-7.36823718188249,-12.3253878532213
"Znf281",-0.07408595852986,-7.7984763195243,-0.595047159950589,1.07601023757427,1.52515276403699,4.96247669348407,4.74081325007895,0.341049614889718,-5.10662284500496,1.10447576197129,0.511855286140242
"ASCL1",0.883449681692726,-2.47427943923416,13.8023969894187,-40.1705415976834,-14.9242975329807,5.26235952953282,3.97167960920677,-15.1038658896781,-1.70740683797067,-36.1646829028229,-1.2765571620045
"ATF3",1.52226374156559,0.390637083831352,-3.89106392851423,-6.14819686029314,-7.87500439408785,-0.14293439434241,-0.358118669481237,-3.80253861239736,1.07302835349352,-7.53742884081038,-6.52156380368239
"BCL6",-1.72380971814086,0.649154073090908,-11.2545146549995,-2.09073421903374,-9.33250025444968,-3.98365927367045,-4.17125776499058,-6.46487250489158,-1.03165343500568,-5.43432564730125,-11.0508141289898
"E2F3",-3.20129964034889,-1.65850096205064,0.372643812651276,1.10607363767478,-1.12133534198931,-3.47977643421566,-3.58552069930605,-4.42103109817172,-3.0196206420195,0.688680901800814,-0.202070337688182
"E2F4",1.0035816383175,-1.64079495210365,0.280210991805567,0.389210767904263,-0.316197222063983,2.07884571856195,2.06261611103633,1.4387834131071,-0.246601960637608,0.426148861192456,0.075433448468561
"GLI2",-0.912221916220863,-7.32633855479621,0.516191997966305,-0.189499709730908,0.681575354140212,1.73315179650641,1.51782915018261,-1.98716023265192,-4.81524575791492,-0.120175643992954,0.585448752275821
"JUNB",0.568373093291602,2.95715500034753,-3.84338915231961,-18.1898974939255,-18.0597212124409,-0.48155912178008,-1.13476669228013,-11.2957686764825,1.83177957891654,-19.3447831509433,-12.1357282128034
"LMX1A",-11.9194869633698,-3.81758217064861,-2.29697099973798,-1.85608651007462,-1.5382476187707,-9.30604646695428,-9.7130339707327,-13.8146278810416,-9.9576547714068,-3.02720847729622,-2.41000953683447
"LMX1B",-12.5071256863981,-6.05659576443981,-3.3623996170488,-1.76420443020169,-0.876164394497928,-12.9990026256851,-13.7470166893264,-22.8953728665276,-12.1202515377222,-3.10936409115377,-2.72628924299875
"NRL",-1.9806955609553,2.22065010914812,-11.7888321323247,-6.12264418803736,-13.3179488281158,-7.02696028194729,-7.37748635523721,-10.7641017232867,-0.224584714861649,-9.7191439969472,-13.5097564345649
"PRRX2",-10.6783682224857,-4.99778037993178,-0.415360003466675,0.177613194274491,2.3395732494958,-11.8694816858427,-12.1597775633223,-13.8531264929559,-10.2706178819919,-0.395745866018739,0.662176896207012
"SOX4",-20.1138082101211,-18.2959041543179,6.31959389406614,8.31826423763441,6.81151738149428,-15.8858722659272,-16.5946052533968,-24.4678865452887,-24.8177251733808,7.91753701829177,7.47025630509171
"SP1",4.51648875245164,-9.86389984256895,0.420096417485921,2.8704383650972,3.42422337512012,11.9151748168415,11.8525479044193,8.25515434298325,-2.72573732556266,3.40548886574152,2.07564587054707
"SP2",2.47674000272526,-10.8224127214922,0.587525470627149,3.5674269171364,3.35749201824399,10.3690087762867,10.1449855981218,4.30610605629166,-5.02253067567134,4.17018966640296,2.17917213350755
"SP3",5.15139591471657,-10.6321354137515,0.986239622976827,2.46941143897373,3.9139905668893,11.1003050437537,10.9625408571929,7.26414851012539,-2.57469279740284,3.31640714648134,2.58877068435672
"TCFL5",7.14393152486067,-4.62101909011589,1.01042876994516,-0.309762305963257,0.0832569989443446,10.2397162237726,10.2216487778749,8.31992986529606,2.2789976003347,0.376843773003022,0.742854225491978
"TFEC",-1.72894310274813,-1.3255857359852,0.639521703377236,0.290896004501011,0.457216582407152,-1.31990584981788,-1.38445037133007,-2.21713475364167,-1.93047937744356,0.306985343657549,0.589143165849264
"ZNF740",0.0514288655396218,-10.0180469559721,2.63363653844,3.3451135758933,4.24915654602633,6.93008370353228,6.69121022759303,1.89623284697785,-6.15132838308198,4.07479681652524,3.90776115433114
"ATF2",-4.08355403304157,1.01046183391169,-5.49023812276567,-9.09024709970931,-8.81351788685675,-6.78566131710285,-7.19588602946198,-11.7721857110137,-2.17562549672003,-10.9145795030496,-8.06435707938185
"BACH1",-0.12527728627843,4.7777530677787,-3.59823350939815,-14.9994059733613,-17.6509769275701,-1.45059581486392,-1.97133170156774,-8.76538578917224,2.44580059597788,-16.6323711079618,-11.1198582315025
"EBF3",-3.65381118932539,-4.17203036973839,0.275294330962542,-0.272492740645277,0.881234994635737,-3.34227352430407,-3.53462822828775,-5.89487757538165,-4.79709978771972,-0.409499625893779,0.498784331389746
"NFIB",-25.7547981253179,-7.20310281691157,8.49761062500912,5.95436841230714,12.0596135440737,-20.9439465838934,-21.5499920947381,-25.614805094479,-19.2249474261697,7.00554927725859,10.9787017072936
"NFYC",-0.352796852731865,-2.7717781814523,-3.02937220210168,-3.21249976722482,-5.26160874029103,-1.49994753261417,-1.7114164069372,-4.46461759981186,-2.05769172305566,-4.73632199463767,-4.40281232241011
"PRDM4",-5.62498384410513,-3.19290891684693,-11.5874193468114,-4.14147511079976,-12.5694763862199,-8.2548998260127,-8.78916257776701,-14.1324723826596,-5.84040842887446,-7.80849891318396,-13.5417284016121
"TCF12",1.50009820007532,-3.58887780320321,8.09793819393901,-13.2832180602474,-4.39008280730968,10.0303906596703,9.39581162875353,-2.2726632415931,-1.74114006063299,-11.2669573119435,1.48998812287964
"ZBTB12",-7.55763214706636,-4.94216129558312,-2.23204804270084,1.27658533724072,-3.19473724505148,-7.9013202998329,-8.15375332024468,-10.8066249777439,-8.21920453513971,-0.0168038549295336,-2.71079160548884
"ZBTB14",9.76234718552434,-6.11898315976176,2.5255297647816,0.707593191228601,1.74509819058934,16.2461267813298,16.3312066834063,14.1092098212942,2.08838987724319,1.87498225807464,2.44217235351811
"ZKSCAN5",-3.16906047744997,-5.57054026775421,-6.9365932177735,-3.58133778366776,-9.21960324201941,-1.1442540275435,-1.63939291471294,-7.64785250562576,-5.60516654116754,-5.91400240992858,-8.80407467142799
"ZNF148",-0.988163820719373,-11.0808746756154,2.44224180358062,2.53848396108994,4.61922607452365,5.43655529102938,5.11807112328918,-0.439152047587464,-7.7942316403586,3.26751162126223,3.75617956775543
"ZNF16",-6.24179281461078,-6.69181856896593,-1.51012738673851,0.353599970012378,-1.94307799382963,-4.88216225379931,-5.20705574001081,-9.03134634600038,-8.4961563870278,-0.686881426972439,-1.8225021499518
"ZNF341",-5.12281227021452,-5.77822341755942,-2.54411757294718,-1.64006250379589,-2.69845288028025,-6.59953183902836,-6.96775401541048,-10.8375238955459,-7.04398737103662,-2.78230635270343,-3.10503417081846
"ZNF449",-4.76444823714263,-6.4667929224308,4.18138088988997,-0.0940261675033925,1.48483240230959,-3.47127703427623,-3.73851461371828,-7.53790388978434,-6.78569731663628,0.311163833680654,3.04152248507122
"ZNF652",-2.82964068649767,-1.15207172423436,-9.67894802674223,-6.03753336570743,-10.7015710054509,-4.85244484288875,-5.28701679183152,-10.6328811444528,-2.81252830811487,-8.94314110834922,-11.5719616331134
"ATF4",-4.03602442228371,-2.74048928782816,-9.42648529752026,-5.63486980250514,-11.2185829892301,-8.19465392250494,-8.66452812552704,-14.0354567241092,-4.91953180883562,-8.86560584499197,-11.8778153971045
"BATF3",-1.77033180614051,5.0945565120533,-5.27599224041086,-18.9922615736578,-20.7178200141806,-1.9373461371717,-2.60830604307822,-12.4870871451853,1.53025251741077,-21.2482656850428,-14.2170992712998
"CREB1",-2.57071694310212,0.248449878781135,-6.80074504585569,-6.692754524469,-10.9679331591058,-4.76062965842276,-5.12869078411498,-9.68637891478398,-1.78651377691778,-9.24323924667041,-10.1164640500346
"E2F6",2.53737658939551,-9.02485030029158,-1.28022992814516,1.0879865562468,0.62125155758822,7.9262791147765,7.7085323677611,2.92898491262197,-3.82682128649293,0.996294151973857,-0.411135386193771
"EBF1",-5.14184726680704,-4.43752764276906,0.916552462392155,-1.10524442439574,-0.0530044609808776,-4.72724452997941,-5.00441534330422,-8.09506255081305,-6.2622461290394,-1.26173281849415,0.401036342290327
"EGR1",6.40912413857933,-12.2889295907735,1.23753377932081,1.72138554475165,3.41524368455264,12.9956561217053,12.7878306669879,7.40824409709905,-3.60093616293829,2.54115963528002,2.46911193745
"ELF1",-3.50939821034719,-2.10819917914742,-11.0101723717774,-3.54312742601719,-11.3990419700488,-3.92601140256338,-4.28530342761813,-9.29911285385245,-3.85036340766135,-6.9696511701844,-12.5488409944832
"ESRRA",-6.45112821971899,9.56553027798991,-7.25651766417175,-8.99419687533844,-10.2884752267187,-9.52753663784578,-9.78440883782422,-11.8728973122287,2.41222837463908,-11.1271363194119,-9.95041358939189
"ETV1",-4.13032160194895,0.731035525905239,-12.2046868052213,-5.26849297878269,-12.2143298367942,-6.22514112847637,-6.61840270209228,-11.3419658121918,-2.47847731383205,-8.62140461321162,-13.5788753822404
"ETV5",1.46768239802529,-0.516886621413311,-3.03494998538952,-1.42282040914234,-3.73486017615728,3.45967430189921,3.37830342070435,1.54879263141928,0.656747529126277,-2.16620549384465,-3.60598024852587
"FOXK2",-2.6991729908278,-4.48675033723055,-8.42634355904317,-5.07753027659764,-8.66158683576382,-4.96488188963934,-5.45196221931534,-11.505258023015,-4.73179814354955,-7.58957219296514,-9.69170582485396
"FOXP1",-2.97143344551277,-5.10163369278013,-8.46609268774235,-5.56286099038317,-9.3282230618757,-5.8356062476329,-6.32238475646802,-12.7916582703315,-5.39288474694859,-8.60110197346505,-9.75646724530572
"GABPA",-4.41957237425191,-0.0885189054260605,-12.3642780851666,-5.02066891797043,-11.5833087898048,-6.57151106094714,-6.98711458529338,-11.7477852914016,-3.07436108498823,-8.49983021578296,-13.2814799468044
"GRHL2",-4.49576434177199,-4.29061005909572,-5.52143932599944,-3.6463166890552,-7.00955884248087,-5.04007455949664,-5.40058882233771,-9.62173202405069,-5.42773345269001,-5.90298736763209,-6.81901915644806
"HLF",0.687866398889142,-3.03355900306059,-11.3606659405296,-2.05273728233179,-9.73972739280936,-5.80210325930672,-6.03282401481827,-8.30630938503123,-1.84690194511983,-5.42878723533261,-11.4437726915075
"HNF4G",-6.79013487993466,0.0683832967480725,-3.7372073989685,-6.47191551681032,-6.16494505485873,-10.442399703419,-10.774653593095,-13.5873920523611,-4.63157434534998,-8.26976095586372,-5.63960106608313
"KLF9",-2.98270427127462,-10.7091816257257,0.216148551343689,1.73491822558347,2.61564003996302,2.66935918306025,2.26745799668288,-3.68410921011363,-8.40956886333672,1.7508612959182,1.40889398165721
"LHX2",-12.2765889673394,-7.44644636957957,-1.39441676131525,0.892623869322794,-0.0883635893531629,-12.5181685380017,-12.9714187706444,-17.5788958289381,-13.0574049971121,-0.29946923109284,-0.922501058616
"MAFF",-3.85986845469048,1.6790059258755,-15.1199952765498,-6.71075785972472,-16.8605322309051,-9.8757545645134,-10.3384140785635,-14.6057138049422,-1.44537789712126,-11.4356576355932,-17.2435321919015
"MAFG",-4.01803710858341,3.93120633388878,-16.5504843925252,-7.16415510916521,-17.9383886108293,-10.4174303911368,-10.8605977905384,-15.2246903582105,-0.844222183287113,-11.4402546980506,-19.7975711697952
"MAFK",-1.69163913602975,4.24736519935877,-6.72314898761865,-10.5187691262931,-16.3928423125718,-4.39053666043933,-4.87904553111032,-10.9180287033076,1.27833201567088,-13.020301638447,-12.8001991076998
"MEF2A",-9.66432159225156,9.72802483837712,-23.327372142509,-9.27672369536262,-21.6454539770034,-20.2761610771446,-20.8130509652407,-21.6722720490497,-0.537413892458717,-16.1759140592258,-25.8806799919461
"MITF",-3.70875878177029,-0.874175131337362,-2.34968531702955,-2.90407066184778,-3.36623347804064,-4.97280051518427,-5.213601865364,-7.79889897699942,-3.10132520583086,-4.0049512481646,-3.43340267108026
"MXI1",-11.119347541496,-5.89656903896576,2.40015799819329,-3.98070613866583,-2.78068197143648,-11.9770630520284,-12.5526132583219,-19.5503285074093,-10.875935676025,-4.56867613590024,-0.255214237987143
"NFE2L1",-0.829493995459639,3.66911266264156,-6.84941439910937,-14.2269044315537,-18.7628683575193,-2.32035355523174,-2.85161192962802,-10.4341855650274,1.36922276404329,-16.736354174012,-14.1399219389371
"NFIL3",0.102751483629326,-4.49739431925915,-11.8176951291231,-2.8069269115217,-9.73633184587326,-5.83083364251323,-6.13993946763403,-9.89880467510511,-2.70316460814973,-5.98117184760838,-11.5959160549736
"NFYB",-5.77632763195164,-6.32888815481535,3.3602209105363,-0.569823214445745,1.27758505849779,-4.52641688355702,-4.84797251195276,-8.80536487106058,-7.86115612926314,-0.289145648789868,2.61730007350544
"NR4A1",-9.5932043097406,0.763677249121952,-7.3761938915914,-8.63210863966937,-9.32747812442468,-9.96696762396959,-10.5399974903953,-16.5272555295061,-5.43745575187346,-11.0942784593838,-9.74377415562954
"PBX2",-7.91486126905523,-4.60728987818991,-8.43969988132599,-3.52671328385763,-7.4765411808989,-10.1115105022959,-10.6751872652839,-18.2106316295793,-8.5697426140354,-5.84783199891939,-9.09274682394278
"PKNOX1",-9.11894995420535,-4.11358904037413,-4.84879305485555,0.318605632346588,-5.98791219549191,-9.12172311609912,-9.54307315989096,-14.2407463192888,-9.32626748471092,-1.87435072083506,-5.63916500857202
"POU2F3",-2.69324679027176,-17.9734967107859,-8.13582743609574,-6.30442355029773,-6.32587301219103,-7.00019618045972,-7.94264084525542,-20.8407061692296,-13.6533329902124,-8.48124412146316,-8.7226924944658
"PRDM1",-7.07707939678109,-6.272392989572,-10.8761815348336,-4.11547173112416,-11.8510648722209,-7.56313050041615,-8.13596746059575,-15.056482021153,-8.2744603086729,-7.80415650154868,-12.3482758642306
"RFX1",-6.52454460751058,-16.779107597598,0.430703603677389,-0.494384951964546,1.80577184778468,-0.727836230254466,-1.36393620696086,-11.0611427003381,-14.8913776047758,-0.737696730796189,0.93751563623386
"RFX3",-7.75494728322498,-14.4271070763895,2.43765558071554,-0.619131814047348,3.58322037646142,-1.25515947928976,-1.92832662136095,-12.0529201752862,-15.6944354941087,-0.309403481049519,3.0365326844234
"SCRT1",-1.698498210489,-7.55222767359581,-1.42636666645304,-3.73653592514238,-4.3758604592407,2.10883424089622,1.70462130834406,-5.44401548917589,-5.96954388176129,-4.4335884428096,-3.33077495810419
"SCRT2",-2.21004138276406,-10.0452711469012,-0.464576559029646,-3.06922798151382,-3.11104050654238,2.68788433127884,2.23083232427606,-5.05578681764271,-7.00712617795007,-3.58561475441923,-1.93778606138818
"SOX2",-14.7623758900755,-15.7636501639279,4.11029908159955,4.44277455832867,4.95858180010233,-11.7132880478865,-12.2404707294631,-18.7310788318211,-20.3369830479565,4.34174129935678,5.18213907281649
"SPI1",-7.58337737202244,-5.41337155906889,-19.7554675081517,-7.75454774138041,-18.3038342105721,-10.19322489418,-11.1448382240491,-21.3609400786431,-8.28457816390909,-12.6442529558864,-20.6918739801297
"TCF3",0.169699823593511,-3.69202921295868,8.37039963749576,-14.4150251298007,-4.36058049306183,7.32410806039455,6.77295836102423,-3.26363452345811,-2.54676682709321,-12.5333310535763,2.13061853468655
"TCF4",0.0662388435636203,-3.4024519833224,10.7675616699753,-13.4272690192332,-5.75424028954557,9.70182890724363,9.00263404216931,-4.16292399597069,-2.14995811720645,-11.7205054116489,2.07129736672975
"TCF7",-3.59636484914223,-0.462094203814485,-12.2277889754986,-6.68636263465732,-13.7067556120682,-4.47264302795858,-4.98726854264904,-11.6541638252688,-2.73343321889858,-10.1866748651414,-14.7032120604663
"TEAD1",-7.45543313724623,-4.10724121128868,-6.05065168447171,-4.70113245341023,-7.96459485472755,-8.75379179983521,-9.21991203043581,-14.4833436000704,-7.45792408691312,-7.28296223664312,-7.89375055748554
"TEAD4",-5.98578329149066,-3.2390673122298,-7.67758217319505,-5.0579545443177,-8.05519810207672,-7.71472103462448,-8.17856278681223,-14.225114871107,-6.36970923334267,-7.52198865787879,-9.41739938783362
"TWIST1",4.47076943194634,0.592436153999498,-7.55378784378532,-19.5199444353993,-18.8983309152346,1.39198691159113,0.686129721773747,-9.35024507860492,2.71227666967677,-22.2294084032548,-15.2245136065946
"USF1",-6.72072333731287,1.46356691815542,-3.31696348561045,-4.26851344385381,-5.57634178701715,-8.45657527578358,-8.71749548183761,-11.245135077629,-3.1070689124223,-5.67627984599696,-4.9412681092641
"USF2",-7.21772124132709,1.16465764146872,-3.86445633012198,-3.24457365592977,-4.63446428839762,-9.84206756430522,-10.1251708021058,-12.0414121015583,-4.06410479137665,-4.61967564377342,-4.98095444945158
"ZNF263",-3.51267938736984,-8.41221220113501,-2.45316797160518,-0.138600915892114,-0.895434270358407,1.00600144205057,0.649776995033004,-5.29206024789551,-7.75267473553261,-0.79516281704461,-1.94048803133763
"CREM",1.72558170462138,1.22725307609049,-3.76022211318079,-3.87566970518463,-5.60361335543506,1.82549158988286,1.69341118152154,-0.884870189142935,1.92676583802658,-4.78296038928484,-5.17940298848193
