"","Endothelial","Mural","U1","U2","U4","Microglia","OPC","Astrocyte","oRG","tRG","vRG","RG.div2","RG.div1","IPC.div1","IPC.div2","IPC.nEN1","IPC.nEN3","nEN.early1","nEN.early2","nEN.late","EN.V1.1","EN.PFC1","EN.PFC2","EN.PFC3","EN.V1.3","EN.V1.2","Choroid","RG.early","Glyc","MGE.RG1","MGE.RG2","MGE.div","MGE.IPC1","MGE.IPC2","MGE.IPC3","nIN1","nIN2","nIN3","nIN4","nIN5","IN.CTX.MGE1","IN.CTX.MGE2","IN.CTX.CGE1","IN.CTX.CGE2","IN.STR","nEN.early2.nEN.late.2","IPC.nEN1.nEN.late.3","EN.PFC3.EN.V1.2.1","EN.V1.3.EN.V1.2.2","nEN.early1.EN.V1.2.3","EN.PFC2.EN.V1.2.4","EN.V1.1.EN.PFC1.1","EN.PFC2.EN.PFC1.5","Glyc.EN.PFC1.6","IPC.nEN1.EN.PFC1.7","nIN1.nIN3.1","nIN5.nIN3.2","nIN4.nIN2.1","nIN5.nIN2.3","IN.CTX.MGE1.IN.CTX.MGE2.1","IN.CTX.CGE1.IN.CTX.CGE2.1","IN.CTX.MGE1.IN.CTX.CGE2.2","IN.STR.IN.CTX.CGE2.3","nIN5.IN.CTX.CGE2.4","IPC.nEN1.IN.CTX.CGE2.8","MGE.div.MGE.IPC2.1","IPC.div1.IPC.div2.1","MGE.IPC1.MGE.IPC2.2","IPC.div1.MGE.IPC2.3","MGE.RG2.MGE.IPC2.4","RG.early.MGE.IPC2.5","MGE.IPC3.MGE.IPC2.6","IPC.nEN3.MGE.IPC2.7","oRG.tRG.1","vRG.tRG.2","RG.div2.RG.div1.1","vRG.RG.div1.3","MGE.RG1.RG.div1.4","OPC.Astrocyte.1","MGE.RG1.Astrocyte.5","IPC.nEN3.Astrocyte.8","Endothelial.Mural.1","U2.U1.1","Endothelial.U1.2","Choroid.U1.3","Microglia.U1.4","Microglia.U4.5","IPC.nEN3.U4.9","IPC.nEN1.U4.10"
"vRG1",17.9158777261159,19.009467175044,28.1232245432563,29.4429955018183,34.1288560444086,5.92142014725414,21.3724387353318,72.714073227351,87.2414469822282,87.8301499743789,89.0872948854957,83.192735963092,50.3370275028889,15.4428992992389,27.4544283924961,-15.4503712853618,42.2989798819195,-54.7659405574775,-45.1144181060918,-39.8399742152253,-43.0788037593239,-45.8111205474049,-55.6822528591521,-48.9065163503881,-51.4295496933464,-47.9769037692776,12.2018142708629,53.397397072732,-21.4268818523953,90.3678395521715,59.320714008378,23.3634575150641,18.3740420148189,16.3030910780447,-8.58078137183342,-42.3365978838578,-39.8021692880199,-43.8823391957783,-36.0536788846562,-40.321780675796,-41.0109523725477,-39.1229635667471,-43.6441614012623,-38.3306416189298,-47.6212744528889,-43.4740631476054,-27.7680368127908,-53.1272424795296,-54.9521320853092,-64.3179559502884,-62.2008765395029,-45.3069649402127,-52.2640234663137,-43.6884689156694,-47.3580790680973,-43.5413153803468,-42.5621110951427,-39.2751222144123,-41.5556709543335,-40.5600391693503,-41.6713804754675,-42.3678839364137,-48.1371504554972,-46.1862371302832,-42.2139123790047,19.960166673785,21.7248536791188,19.627615645822,21.5228914815381,42.7772936179418,50.1266185385624,30.5063029470727,45.6247563086251,88.4024093599119,89.1391511958407,71.9283926371079,86.5115564142161,92.3137215308717,57.1815788679748,80.831151248508,85.2127655437633,19.7919663317589,30.9677930065302,28.4644114410005,20.918946904838,14.8518822907918,35.9131294456024,58.8043494658303,26.9780997077105
"ExN:ExM",-69.9942981555187,-65.6852910664335,-63.1636338170735,-93.7761046578582,-59.2329461025005,-27.5598201891605,-66.8562279431536,-95.096193350548,-107.090290639646,-104.368679444072,-102.003000181701,-117.989831930942,-110.630434783438,-79.4664399280817,-91.9199220619441,49.5591740455846,-53.4590012451043,100.516957993224,158.055593121897,131.91069121052,3.178656707897,-9.23877823747115,58.5651870770398,146.689611071976,50.1832284438223,110.503549722499,-54.8996014964928,-109.601478506393,5.57243000636893,-106.095713527996,-118.015234829368,-95.0003331392139,-82.5502272203674,-91.8541495260874,-34.0071159293171,-3.92013246679398,1.10238069663694,-11.500226227984,-3.39774389317102,-1.69387781700471,-4.10525942610781,-4.86275151793907,-11.2471658990161,-10.0205865398769,15.1035131536027,148.752499141617,100.773645363611,137.543371706163,89.7556669740253,115.995552119859,82.1655294984371,-2.39015857044668,29.4925858885277,17.9558004330124,68.8742451210217,-7.71336893920728,-4.49998920786495,-1.05592466770324,-2.56900274526973,-4.64649315103378,-10.857901070793,-7.53202349586987,5.83270111900388,2.46235983139259,23.0807903241597,-93.879128614537,-87.2349490525428,-88.5244064581916,-89.134458374857,-114.127128263211,-113.073182254175,-85.9625137182234,-73.3185431671716,-107.068923889389,-105.432850740286,-122.790919481345,-120.773101945825,-117.644068953731,-90.018124024656,-111.676586876528,-113.145996378779,-75.3614976953034,-82.0234649353017,-91.4064352141067,-76.7071417146859,-60.0297064110721,-69.8870562387151,-90.8957551460035,-52.8693255180979
"ExN:IP",-18.677615934377,-15.172140176236,-20.3909103178323,-2.3443291199701,-24.2774694505868,4.76314017880489,-33.549513288594,-24.2247217603228,-12.6683813567303,-3.49546915964956,-8.1870063497802,1.38670441467564,9.64139077758875,20.0718583494056,24.1951236125721,132.605718020067,105.877031502892,25.6112156191687,47.2215402378579,54.5963909250827,-57.7270493197669,-59.6149777297799,-57.0198445004558,-3.57260747918673,-59.2099081422095,-32.3036967652926,-8.20803838707655,18.8289970680172,-4.22668862132177,-4.06469791187349,20.7924936933594,20.3142693371361,14.8175940215475,16.2899399750485,25.0223214256734,-10.3325803365685,-12.4772484879996,-11.4696828581773,-0.516160275732873,-4.56312290553838,-31.592325463202,-35.4945558144648,-21.198890224471,-35.3940400968505,-8.75720952627805,55.1881128470064,112.548952579362,-21.1085878592225,-44.1472728377409,-6.08703287508634,-40.5642381025853,-60.0863084051394,-57.571843188842,-23.424533878051,56.4751266988206,-11.0411327636654,-7.69754046215938,-6.92622455394486,-7.58222838542102,-33.8459360352008,-29.0628423644012,-31.9947074917942,-20.1907606408672,-13.3417297224072,22.3347472602771,18.2687153233613,22.4021321120474,16.6302241500924,19.8613003417172,22.1395467507104,21.182717298698,34.0317384749378,95.0168097959261,-8.40563839936264,-8.11629319777198,5.94435566010281,-0.975229303579599,-3.55038894077143,-34.1645902181518,-22.1496552718519,36.6028831978022,-19.1078121097956,-13.7863874394315,-19.0306065116016,-14.9778177738152,-4.64324521048382,-19.5444996460582,4.76342602630607,21.0413221806894
"ExN:ExM-U",-29.7626677761587,-37.251095144378,-35.8810487405184,-48.4746415041904,-44.7020864964338,-37.4015876126507,-25.4439366638722,-50.1080263872689,-59.5520548000611,-62.7257441180688,-59.3166671440214,-71.7627905012854,-67.0519600930039,-48.3710766819354,-56.8295125676532,-26.0642204382095,-64.2477288211293,32.9045527500961,14.5205944588334,-0.718692165528557,73.4086405399938,74.3649313466293,107.965363242987,54.8381859535791,141.268334175831,100.879653899055,-24.0872372915634,-88.3284807799702,8.78258352286262,-74.2296569942303,-85.2540778781695,-65.1701411542344,-52.1037950998079,-60.010394581374,-63.4341463193788,-32.1656701313551,-35.3253676083112,-36.8444729215959,-42.1204906209181,-41.5277916672789,-22.7540610000595,-19.323756670642,-26.714276677219,-16.3901767800499,-13.8991609765463,6.36772426977928,-12.8678757687796,87.9053339742308,124.659539032065,81.7795889701639,101.573524218048,75.5688731635491,88.9012764618023,45.0730742339313,18.8045147581799,-35.039032161593,-38.8309251733451,-40.1381123346687,-39.4494352059179,-21.1884991092601,-21.5925767598745,-21.7816094208263,-18.785977305742,-29.2424453251268,-19.6323013901131,-63.0650334235107,-54.2497198771054,-58.2170519642758,-57.2948739412752,-78.3868663133076,-88.9851878319104,-106.763717868778,-99.6693034346104,-62.5075814428471,-61.4757194175944,-73.9161283865087,-71.7394169790566,-77.0126186546893,-45.756405836293,-68.633370124428,-102.754254872219,-35.325834496967,-43.688225352847,-44.1462886966534,-34.5885873499016,-42.1062318592809,-53.2061579323919,-79.4649205286245,-73.389147051378
"InCGE:InMGE",-21.6724131040983,-16.521306811355,-14.4166735880371,-42.3344704677566,17.1994737415251,5.53140706444511,-24.3451266989808,-47.3259126139818,-70.6034202630853,-72.937170908977,-72.7847840984527,-81.6215327939035,-66.8034930977216,-49.1682094892305,-59.0822124803514,-43.9651371234798,-66.0553494286848,-28.5258907603781,-46.8947041317697,-28.875890963279,-24.2699668715217,-23.9940444724511,-32.5499743782933,-39.4533088432361,-37.1957312230713,-41.6258962039138,-5.26074970014532,-65.7074443214724,20.1867785355562,-54.6991450112271,-42.2030873138634,-43.3119671836389,-45.8417479453363,-33.4693314901981,94.0064653760445,211.861522152633,194.30629600581,180.439048499275,173.944145897543,194.678920656997,216.418669571678,214.923535640399,208.604922168614,195.045172505672,166.704673706983,-39.7925508887627,-48.9276735808356,-43.2579769120209,-40.5269418154633,-38.2779866973405,-35.4027055711529,-24.5782638672822,-28.1175871661095,0.762292147316918,-18.222346849901,201.01946937463,201.373829868986,194.175724961801,201.32661953039,218.794834180833,210.479641629533,223.414745757062,215.515834548442,218.034417687541,117.239044163045,-38.7543801553378,-55.0431958496277,-43.9830400356112,-49.9715777311066,-49.6567567325959,-57.5188073155388,13.6806144466955,-42.183741748398,-73.0914604593112,-73.7155278825684,-78.456202945526,-81.0521378637962,-69.3538161014929,-38.4250061002713,-53.5845607074807,-57.5589844359821,-20.8044481971329,-28.2549608686584,-27.8548568440766,-15.5915300767877,-5.18880769296785,9.84914641804971,-9.10687702450824,35.3179081187278
"ExN:InMGE",-36.8914907356395,-32.5166816173064,-30.469271000841,-68.4017278500962,-5.57222460101105,-17.2381162555691,-31.6896729843843,-67.8487239864417,-99.3408142936884,-101.383323706025,-101.070880567668,-113.702332442052,-97.1816799431354,-72.875234764501,-87.4417737192929,-52.871479439673,-88.3263680473338,-3.70969012333705,-22.6315172051718,-22.233174109815,14.7979355964548,17.4201118480296,25.4103626154753,-0.788975979627993,37.476086562714,25.8029421048487,-18.9939870661314,-102.174562206754,22.3223697368963,-88.9612324006803,-81.5661156430492,-73.2373307690949,-69.2294408105677,-62.3292164363666,53.7390209539946,143.430100002791,141.606669733122,132.474038099099,131.413197109074,135.713525375458,158.354950381835,154.280304872057,150.762112831172,149.120752734187,127.595352620641,-24.5718940223613,-48.0076644874778,15.0967583456413,29.7193160529048,13.0421473929284,21.5184894095273,16.3897352908313,19.012778508152,23.2423302628884,-3.56573310555467,140.765308684639,140.234381982895,144.94086453846,145.337607541812,158.116150189643,155.235810144644,161.889971048799,156.184419249658,157.379824804346,83.2607735133448,-68.3139183937551,-82.049904275368,-70.8804189593977,-77.3502731383951,-84.981424871433,-94.8454986712281,-29.1832773276613,-82.9448351901088,-102.797368439734,-102.980662944118,-111.417026396104,-113.915206162778,-105.9527100947,-53.1274147740548,-79.0568547827025,-96.9293466561457,-38.195339784991,-49.7178717073868,-49.9675672932953,-35.7933163801354,-30.7433331012385,-18.6005522817737,-46.9309856043692,8.64793446631082
"ExDp1:ExDp2",-30.0173181889895,-36.8587497959345,-32.9851612426996,-54.7772084760132,-28.4887966210445,-42.8435681439788,7.16574048832719,-52.4246839801737,-65.0884848240518,-65.9267137542574,-64.4776455807054,-77.3922558244661,-70.3333969459593,-50.0534671117686,-59.9066366380211,-64.2822265753457,-95.6378848611584,71.3507291701478,-8.32530628700918,-1.91777098627149,158.910636926968,167.71800220724,128.766370917699,51.2148602819592,124.143341014265,70.1940258792332,-15.9670104193105,-83.6031165296258,40.0460208602808,-77.2456682554046,-90.5122790846285,-61.7872540506077,-50.8638398466615,-56.3971064622031,-70.1323437341624,-22.1955369112735,-23.9437502257063,-29.1033907728928,-36.0380962390584,-34.5202547073912,-7.50274404485219,-4.41193534914267,-16.0128924763195,1.50723686267003,6.59666675715442,-6.98693338170995,-49.6692073064435,67.2229035812354,109.789432819558,105.440262115719,131.130264664505,164.888495324546,162.041988066816,112.135208470301,61.2942123510868,-26.0249461305899,-30.5874745936965,-30.3817175173607,-30.1845529541377,-5.9941117560258,-7.03134238964239,-6.39854738941039,-0.700823777293797,-15.9266184815483,4.54940989124579,-59.1491898146135,-55.8212837550415,-55.2187287710675,-56.3767564901825,-78.4199003857763,-84.2358125690426,-95.6037521147039,-110.274771053838,-66.4301071011433,-66.2020166722289,-79.3096200448065,-79.1322813724626,-79.8881165110443,-23.996494916638,-49.5856507362273,-80.7759729851332,-35.4694546044752,-47.6029520792108,-45.3901193711752,-29.6098041490403,-40.6521097786738,-44.846991359936,-66.4935974685909,-49.5810975784661
"ExN:ExDp2",-35.5413489872048,-42.5563464780738,-40.0654600065691,-68.3997934650902,-27.4341169558421,-45.9681821961364,0.698358090390001,-63.3623555461058,-78.0694468069514,-80.6368925073366,-77.2162046900242,-94.0218552296495,-90.0306255250791,-63.555549230771,-77.7192821597225,-80.2551148903403,-109.304104177194,65.1799849460058,-13.7660502158812,-8.22715253741297,159.887739572481,172.524516779682,131.819483939519,49.7175809861683,129.810602975268,72.9924638720095,-19.6455640598295,-102.193248073442,45.2405267001357,-91.1495192708246,-110.867400518287,-77.9504659196239,-64.0602270317702,-69.1710427514768,-56.3604593420918,2.99164974016284,1.55880794133071,-2.9420617237211,-14.1654319913711,-9.29154474643334,20.4296919540892,23.1213250043539,13.9823439598588,30.8259143938676,31.4145460801897,-13.2184672536345,-63.4938281540467,68.2036528417529,113.56533343903,101.843012105411,131.621669267653,167.854262262339,164.266967714211,116.527467881186,55.7010610142667,-0.0275625834819557,-4.82237534937553,-6.07037327055255,-4.88743154867405,22.016264906654,23.2680981195443,23.0546572015856,27.7774776912821,10.3956339940699,17.6390145247333,-73.6575516321001,-71.734706718386,-69.2824130597492,-71.5464961956852,-98.529966778751,-103.442170066071,-102.515299325075,-120.03807675194,-80.3910073487789,-79.5319821321649,-98.9000589887978,-95.2931375816462,-94.9498178687332,-34.5625648107171,-62.3106410538195,-93.8408866404077,-41.6770622598134,-58.2056475809721,-54.087892016609,-35.9764023178059,-45.5395061261691,-45.909743338919,-68.4638902811487,-42.3076440203414
"oRG:vRG",24.9129081604449,25.7576241093492,35.3232802458366,38.254951724504,49.7383096886011,5.65069088434918,37.2978860071505,106.478425964848,130.227115558196,126.503733232537,130.961262222753,117.204616249295,62.3460938804006,17.1707568449184,33.005439921418,-25.9339346804268,51.3344879108287,-79.6376516547163,-67.5702969342586,-66.956927389456,-63.6437854339941,-61.0948414987343,-75.9425658447697,-71.2291035455703,-67.7716792868832,-63.16822233614,14.0025964201906,66.6281328541889,-29.976511773918,118.785891355063,82.9931008596514,28.3074353982069,21.0644925536872,18.1229453187105,-18.2032166946863,-53.3054118132688,-52.7146757009378,-55.0811127301129,-49.7726669300851,-55.3952358822836,-51.3594204366582,-48.9741260656273,-53.9014906340134,-47.8895456908235,-61.6413971195067,-70.2579021590822,-46.7835442806612,-72.8772019306917,-73.5614935201466,-88.4325032044711,-84.891504413433,-63.394059367355,-72.587553898064,-56.7199819807902,-74.8473817568284,-55.103939115024,-56.068329133775,-52.9519999973934,-55.1747782537707,-50.6073516478491,-51.6066656600346,-52.8449221935617,-61.1369587294159,-60.1092654240461,-64.2266647572255,23.1730341988132,25.0680164135672,22.4770113915095,24.7529459829074,54.3502889955999,62.2713577344712,37.5072503239027,52.1702426265244,129.618880575992,130.566374059444,94.1679522589949,119.39663866746,124.435856601483,84.0394746773722,110.055179733501,101.583752450893,26.6227082840164,40.5496293126719,35.4833307579393,26.3737520562617,18.986208825658,48.9086347155609,74.5217187476131,37.8559403288044
"oRG:OPC",46.1679663728759,42.4997814255024,38.574742612524,58.1171644634826,68.8924920919545,11.2863932579394,103.21937157709,126.60413029778,130.891608906227,118.343233022991,120.461900520505,120.042528072428,84.7296070510036,45.4973883937918,61.6903884803368,-35.9917105514064,45.9622262703588,-73.4103028473376,-71.3019088162941,-66.6418587370946,-44.992628055345,-40.9845120630464,-57.1530990258232,-64.7105653668786,-56.5184794839319,-71.4801657909329,22.34874716268,85.0442967983516,-22.6645188100263,122.574683712528,90.818609676112,55.9495721011955,48.12152670343,47.7040038738625,-12.473115970392,-54.5644434774599,-53.0706059205187,-49.7287284250051,-41.6403674490659,-45.5769960717005,-53.9110152572734,-49.0130006937104,-58.2107759430066,-56.4765874741173,-58.6862992330931,-71.4448974157393,-58.0576639607501,-73.9695809065767,-67.2463169358078,-82.3487867623905,-71.0119867759719,-43.642200619436,-55.7420638376853,-42.1835120991666,-63.9914265107217,-53.2843835665625,-49.8533315607402,-48.3840319391378,-50.0800933310084,-52.0294597746729,-59.9901782134386,-58.3872051822968,-62.7887269624827,-58.3088744565586,-53.9147796656382,52.0169388267175,54.4402766380695,50.771151224463,53.5485849427503,76.3913894664263,82.9820590215376,45.0729668742537,56.6488044702147,126.756358600496,124.432576074267,109.828225122651,127.516427723304,136.9100413923,127.720955766893,146.888450425016,132.873822789934,49.0811036223537,50.9239149778723,57.4472798512083,41.3269985193266,34.0296501547715,81.5807714565836,117.08290099467,56.4304939182145
"PgG2M:PgS",-6.55805801200282,-2.72760360323334,3.4030193194835,82.1865543875132,-1.32331305925778,-4.18782831440308,-4.58923559054093,12.1455524558072,21.7936186763672,22.3266113087809,24.1981129965191,68.7161016223219,121.670079198722,113.267809585815,113.322260230395,24.27078885636,79.8855114519006,-49.2128539377193,-58.2197943923246,-49.5403357391794,-53.1969536871677,-52.4180660296114,-66.0542645930687,-65.8026264439862,-56.4623433085718,-61.7546234651097,14.8442261859837,125.436318630902,-28.4266801155652,40.0484038368729,95.4737152478923,114.196745783577,116.585938454701,115.552224845104,29.7647159626988,-46.15301370004,-51.6858405589673,-40.1209413507591,-32.2814362961789,-37.655650339163,-56.1076336725129,-56.2925222614247,-46.0697312488666,-49.7554253182582,-68.5350718788719,-53.0458270295336,2.31448648176495,-68.3071462192184,-63.3104239162933,-62.7458030197443,-67.3181833706097,-53.419042186557,-60.0875170821004,-48.8285970065013,-35.0492565864465,-43.9810582512521,-41.3456874363947,-43.7619535048594,-43.7904408776769,-56.9682546286951,-49.6426977487467,-56.0558660681955,-67.856533784266,-57.9342027800647,-52.8401070131265,115.91175155587,116.797256112832,118.705257467092,118.260051100468,122.966867411563,128.116327816686,109.10584320985,100.465732439266,22.4761370242881,24.7978307199517,106.635813075381,67.3069519857211,53.4031230299426,4.08942853651798,27.0946829579428,64.5238707266636,-4.75646727556464,44.1329448441213,21.9213623545421,20.0700457583989,5.58775968224629,2.33277161464314,20.7638577411447,0.92462442306143
"oRG:PgS",14.4737913709833,20.3521644650086,24.9323532306886,100.008509493609,31.7537767397116,1.34022223450142,48.8243256556466,80.1333673015562,88.463011706461,81.1525041419831,86.0090449099497,131.253985079984,161.006477242758,132.698142534673,131.539340804564,1.62473371712287,83.3789863618057,-80.6076473297295,-92.5402914831608,-85.2014545005047,-66.8367318434646,-64.6844389023723,-93.8426340994355,-86.7722677222662,-79.5980335225947,-96.7625945342349,24.1091149109601,155.52152783949,-37.3028303911511,101.23717727292,127.189202305294,131.143031432827,138.550311328361,132.669199902546,14.1323442947703,-83.2810275817314,-81.2497524103677,-70.9445497667157,-55.9737077217413,-63.7675752265291,-89.1591681925671,-82.7812002277668,-75.4448486955217,-78.1583376578686,-89.9218902499306,-90.8994536249741,-36.2071314368736,-101.553945147019,-92.7514980521737,-100.063660339993,-101.283644017852,-66.531808939802,-80.1058222953455,-64.2725989437846,-65.6685487657127,-78.5199320041424,-72.0125164434675,-71.1152737782149,-73.3356517772616,-87.5474003937117,-79.6164432736681,-88.8393029451428,-102.470490392944,-91.4160240150256,-78.3035514807045,133.399819423284,137.14799630127,139.925242920225,139.318946155082,149.207021663128,157.347173395579,116.089146033452,108.344892950513,86.1705899432727,87.9915526882176,162.250839119565,134.84506732402,120.50178341705,67.8723779375319,97.3303785184245,118.342191930247,19.7600639162517,61.617876346991,46.0273189078258,37.2949045191846,19.8404268883654,34.8170556183191,64.9537067582565,21.3152513811883
"ExN:PgS",29.5589285887023,18.7015879122243,17.6380389064049,46.8506852110626,14.2015490891502,-1.68292987987095,45.2489899444549,24.5052267675509,14.548331692865,10.9314068589703,11.7963583110952,29.6195533433938,53.6677700922071,48.9431518922289,50.8629620058679,-52.7619671058999,-6.3254520954741,-26.3802955251477,-78.7179398465327,-79.1343051932526,53.3514458445073,57.2556578785017,28.4439323686546,-42.0618392788576,22.7703612355481,-24.9012775678734,18.8494812262708,48.9281264063513,0.717040142364946,19.0767378978177,31.2320212684712,50.2399342553104,49.6732235053258,48.2291951708762,-31.8448876045371,-45.5281120059051,-48.9070817145626,-46.3156654839418,-51.369883574568,-51.5917423616519,-36.4861403954067,-33.1322542339059,-38.0975761952926,-26.3945617681093,-40.7531988628265,-82.0449471972081,-78.3965215456397,-36.158928336092,2.19711342071134,-15.0045111532697,16.5949688476164,55.5921368932675,46.9833610199145,24.5926389117078,-25.6516862894491,-46.7905335616915,-50.1788148951235,-52.3262228960553,-51.7750809247261,-35.2533974289208,-32.3430102820633,-34.623682605362,-41.8941393297306,-48.2029837958538,-46.7010984332646,49.6126698805735,51.019924658035,50.4605789524415,50.8308771279397,49.4043983085338,49.483470004151,20.2655726196738,0.514417238863214,12.9147042103259,12.8394330887667,45.9368692234817,29.5715612676174,25.6079417391913,41.3879097970122,38.1628649983846,28.1422503485307,27.5239464543852,33.7031141335948,34.2176884413269,27.9609913560599,15.4147049286117,18.5035956039254,24.1286649530314,-1.0682044010265
"Endo:PgS",119.970764757486,83.1269003475894,68.228426348396,43.4141002793156,24.7303014016147,63.5670757569983,26.5244795049364,39.1362808880002,24.7038416209763,27.6686921299053,18.2143403872061,12.2511172347209,6.23349555517358,-0.738282955090466,-0.972296394657928,-30.042914962131,-8.06720041264825,-40.5879869658023,-46.5632129625664,-43.4298198573779,-16.9509362001867,-14.5643666834982,-24.8941313617652,-37.1972258363784,-20.8593732451015,-30.2999596381666,52.2661892576193,14.1862774597595,5.09544723015136,32.8573128216247,15.5204792217431,1.68267107588183,2.59746082316381,-0.402063932489787,2.40982337175442,-20.8036890384673,-18.5857854122327,-16.0211245686806,-16.6935844842142,-11.3211974305624,-25.9117335209003,-19.7459718101135,-24.1177253479823,-23.8183256616738,-25.74837792604,-48.185906145883,-41.8992729937468,-36.4073352210222,-27.7738706515503,-39.2188611255095,-30.5378686979011,-15.9256676913456,-20.5923097002885,-5.90505370670398,-27.8368343031862,-18.903342238983,-15.360451709011,-18.2439221762782,-17.3308323562104,-23.1856101213892,-24.8998609661319,-25.5796185342154,-27.3252993401431,-23.597700017219,-16.1458027972336,0.660868914148431,-0.834263217154843,1.78027031367183,0.582475199352102,7.52635836376063,11.4054499209122,9.37608274402884,1.3571857928021,26.1610858619676,21.7502327739076,9.62262487352122,16.8843285933424,26.6591841090776,37.9377826966376,37.3864245530448,31.8123994640856,110.16475055581,63.1969417975897,101.955060292403,81.0182423971173,87.2772148415627,59.5295421484498,56.6687402267548,44.2628420524832
"Mic:PgS",107.957260725176,77.9814862043079,78.7021545606969,59.6938890842458,40.7799179973134,136.21282734057,51.7366292569999,58.3151222282115,49.128116918167,49.9143231042268,40.9004162020517,36.3035171695019,24.9928997306804,9.9521696225132,11.7928545974263,-31.6016823365006,3.4879538261667,-43.0809987180937,-48.5891526374745,-43.1612505260242,-25.6152852586515,-22.9157080875033,-35.0826096654414,-43.652158696214,-33.5398165171482,-41.0694551349166,46.3613331095137,32.276617308071,2.77638650027393,49.8806000111708,36.5006126648225,14.4055304553718,13.83399506893,11.3620773632633,1.36164451303572,-20.9163081617281,-17.6508499918858,-11.2185208872195,-11.8040952792867,-10.6023804835045,-23.3704426463969,-19.6930279863054,-24.4529112051047,-30.5090008492695,-32.153063868205,-46.9737275778286,-41.5946096388182,-45.4537473376898,-40.699000459269,-46.3143463304471,-40.7791734829852,-24.7379546899674,-31.3283094512066,-13.3392993356345,-34.7919053240739,-16.4161838535589,-13.547976129271,-15.2083859607296,-14.8327144112831,-22.0709851984273,-28.5728443716686,-26.6110403684319,-33.2469769539336,-24.9177751502984,-18.9035181052939,12.9599361767226,11.1112796993128,13.6899804605416,12.7046151046563,24.9743735672584,29.4320064391203,20.3493691763483,13.4801108487059,49.9172896689387,45.1617500661629,32.4847256259535,42.1799880186615,49.6775933164947,64.6063310191742,63.6575332718621,53.3085974151016,100.022534646341,77.0417384303858,96.700260097079,76.3322222899349,122.710715828226,100.382054607443,93.4969659955186,65.7241073813741
"Per:PgS",106.91245557722,117.867127795856,99.1697338281544,85.7201375038868,45.7201341437678,65.890463600227,50.5038114110052,75.2905914200018,61.7767278818644,58.939115275701,50.7181495697751,51.4179056924501,32.5672126522724,12.8864648567478,16.3513724082328,-35.0209753689574,5.72503612102863,-60.4393057928318,-68.1361729378942,-66.6043469887799,-33.8061601642481,-27.9164278406528,-53.8936864400397,-70.0957328906991,-42.1843131496526,-56.4668052233025,62.5489897571079,47.7187677903545,-0.254660571528448,82.0356811835123,52.0986660531233,19.3788184323282,17.1160139063683,15.0931562499118,0.276345729147941,-27.4913766780631,-25.8820314715421,-21.5778968570545,-22.3460902043445,-20.0665970286908,-30.8772733093616,-26.4236928469708,-29.5185061710944,-27.5290444506213,-34.7386868964387,-70.25680515134,-55.6507323080733,-67.0838297562925,-53.6820156587499,-67.2202827920486,-61.8979066360771,-31.233473884504,-42.2798922212406,-18.116618646564,-44.1068384759703,-25.1123855946649,-22.9468738606262,-25.0825627435793,-24.6119590654576,-28.9646815737176,-29.0917820561123,-30.0603473273198,-34.6728135548724,-31.077969880681,-24.9220530492992,17.3014870776551,14.9450059260216,17.585806247103,16.6945901104036,33.9153985186674,42.2655722837486,27.3225648502253,17.1492034411708,60.8745643481149,55.784257337221,45.6492999085796,57.3238486518582,74.6836252584972,74.1859145193605,85.1907781371874,71.6734325610651,117.572393909821,104.67597532488,125.112800136855,102.53983583643,92.8573294709229,86.4807268804458,84.8219060638676,51.6979439335596
